n_nodes,influence,communities,time,nodes
42.0,198.86,7,11,"[1914, 2378, 2148, 2754, 443, 341, 2038, 3016, 2337, 1613, 2371, 1576, 1275, 1082, 513, 1574, 1226, 58, 2193, 1689, 2112, 2113, 2530, 2167, 2474, 2388, 1607, 741, 963, 1924, 1918, 2008, 1300, 1042, 555, 2037, 2191, 2825, 1545, 1923, 1541, 538]"
61.0,251.85,7,10,"[2482, 351, 1233, 2136, 2417, 2038, 2230, 2105, 1613, 2116, 3014, 2065, 1275, 2543, 1923, 1082, 1796, 2595, 2173, 1745, 1541, 1928, 2569, 2186, 2198, 10, 2024, 1676, 1480, 540, 1420, 2534, 2088, 1545, 2446, 2369, 2147, 1295, 2193, 658, 2268, 1042, 1300, 2201, 2112, 538, 160, 675, 2602, 555, 963, 2091, 1889, 2519, 2375, 2106, 1090, 2037, 741, 2113, 2388]"
73.0,282.64,6,10,"[1914, 1946, 2230, 1676, 110, 2198, 1745, 2136, 3014, 1103, 1082, 1772, 2595, 2088, 1275, 546, 2173, 2191, 2038, 1896, 1037, 1633, 1233, 2543, 2477, 1639, 538, 2037, 1923, 1270, 560, 963, 2020, 1613, 2508, 1553, 1715, 1718, 1295, 1300, 493, 1541, 675, 1681, 658, 2519, 1304, 1945, 1944, 1883, 1310, 928, 1119, 2365, 1829, 2091, 2605, 2221, 433, 458, 2106, 1463, 1884, 1378, 2242, 1986, 1744, 1713, 1090, 1610, 975, 1748, 2417]"
30.0,172.04,6,11,"[1914, 1946, 1676, 2230, 110, 1745, 2136, 2198, 1103, 1772, 2088, 3014, 2191, 1082, 1275, 546, 1896, 1037, 2038, 2173, 2595, 2388, 675, 1923, 1541, 963, 2543, 2231, 1300, 2037]"
66.0,267.27,6,10,"[1914, 1946, 110, 2230, 2136, 1676, 3014, 2198, 1103, 1745, 1772, 546, 2173, 1896, 1275, 1082, 1037, 1633, 2038, 1613, 2595, 2191, 2088, 2543, 2477, 1639, 538, 1270, 560, 45, 2020, 2508, 1553, 1233, 1715, 1923, 1304, 963, 433, 975, 1979, 1300, 2365, 2530, 493, 1310, 1883, 1541, 1119, 2167, 1681, 2221, 1944, 1042, 861, 1945, 2106, 1829, 1748, 1796, 1378, 1591, 2201, 675, 2091, 2113]"
21.0,136.88,5,11,"[1914, 2230, 2198, 2105, 3014, 2595, 1480, 1082, 2038, 2818, 1042, 2201, 2091, 2602, 1923, 1796, 675, 1613, 2543, 2037, 538]"
17.0,128.56,5,11,"[2482, 2111, 269, 2105, 2595, 1082, 1676, 2038, 1890, 2775, 1613, 2522, 963, 1042, 2112, 675, 1300]"
40.0,203.4,4,11,"[1914, 2148, 2230, 1328, 928, 2410, 2174, 1935, 2038, 2595, 2516, 1082, 2043, 1275, 2198, 458, 1745, 2605, 1924, 1744, 1676, 2825, 2088, 1610, 1237, 2072, 1233, 972, 1884, 2191, 2112, 1986, 2367, 1718, 1923, 1541, 963, 1300, 2037, 538]"
21.0,124.77,7,11,"[2482, 372, 2101, 2589, 794, 1676, 1613, 2983, 92, 1275, 1082, 1973, 2173, 1103, 3022, 829, 2076, 2451, 1480, 1042, 2038]"
11.0,98.74,4,10,"[2482, 372, 2101, 2139, 2342, 1613, 2595, 1676, 2038, 1082, 2198]"
29.0,161.35,7,11,"[1914, 2198, 2230, 2992, 58, 118, 2105, 341, 1082, 2483, 1676, 1772, 2731, 1275, 1463, 963, 1143, 2038, 992, 1300, 711, 1541, 2053, 1576, 2029, 1095, 675, 1233, 1042]"
38.0,192.13,7,11,"[1914, 2230, 2198, 2992, 1082, 1676, 55, 2337, 1277, 2193, 2038, 390, 173, 1154, 2519, 1275, 1576, 658, 2034, 555, 675, 1090, 2726, 717, 513, 2053, 1574, 1541, 1042, 2445, 1613, 1300, 2112, 2754, 963, 2270, 1906, 2683]"
34.0,176.09,7,11,"[2482, 351, 1233, 2136, 2417, 2038, 2230, 2105, 1613, 2116, 3014, 2065, 1275, 2543, 1923, 1082, 1796, 1745, 2173, 1541, 1928, 2595, 2569, 2186, 2198, 10, 2024, 1019, 540, 1420, 2534, 1676, 1545, 2088]"
15.0,106.9,6,11,"[2482, 372, 2101, 2511, 794, 1676, 1613, 2983, 92, 1275, 1082, 1946, 2173, 1103, 2038]"
